Sample_date,Sample_Time,DateTime, Station, Layer,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr,
9/24/2021,15:0:0,09/24/21 15:00, Patapsco River  - Aquarium East Surface,S,5.16,7.51,3.03,2.03,4.19,77.1278,
9/24/2021,15:15:0,09/24/21 15:15, Patapsco River  - Aquarium East Surface,S,5.19,7.52,3.12,2.2,4.63,77.1944,
9/24/2021,15:30:0,09/24/21 15:30, Patapsco River  - Aquarium East Surface,S,5.26,7.51,3.01,2.22,3.58,77.288,
9/24/2021,15:45:0,09/24/21 15:45, Patapsco River  - Aquarium East Surface,S,5.21,7.49,2.94,2.01,4.56,77.081,
9/24/2021,16:0:0,09/24/21 16:00, Patapsco River  - Aquarium East Surface,S,5.21,7.49,3.02,2.09,4.25,77.063,
9/24/2021,16:15:0,09/24/21 16:15, Patapsco River  - Aquarium East Surface,S,5.25,7.5,3.04,2.16,4.06,77.198,
9/24/2021,16:30:0,09/24/21 16:30, Patapsco River  - Aquarium East Surface,S,5.33,7.55,3.39,2.4,3.93,77.2916,
9/24/2021,16:45:0,09/24/21 16:45, Patapsco River  - Aquarium East Surface,S,5.31,7.54,3.21,2.32,4.13,77.1944,
9/24/2021,17:0:0,09/24/21 17:00, Patapsco River  - Aquarium East Surface,S,5.24,7.53,2.94,2.28,3.89,77.1188,
9/24/2021,17:15:0,09/24/21 17:15, Patapsco River  - Aquarium East Surface,S,5.29,7.49,2.85,2.24,3.54,77.1998,
9/24/2021,17:30:0,09/24/21 17:30, Patapsco River  - Aquarium East Surface,S,5.34,7.52,3.1,2.41,3.84,77.2304,
9/24/2021,17:45:0,09/24/21 17:45, Patapsco River  - Aquarium East Surface,S,5.36,7.51,3.17,2.39,3.14,77.2448,
9/24/2021,18:0:0,09/24/21 18:00, Patapsco River  - Aquarium East Surface,S,5.29,7.44,2.61,1.99,3.21,77.0126,
9/24/2021,18:15:0,09/24/21 18:15, Patapsco River  - Aquarium East Surface,S,5.29,7.42,2.42,1.88,2.68,77.0144,
9/24/2021,18:30:0,09/24/21 18:30, Patapsco River  - Aquarium East Surface,S,5.32,7.46,2.61,2.3,2.6,77.2214,
9/24/2021,18:45:0,09/24/21 18:45, Patapsco River  - Aquarium East Surface,S,5.39,7.47,2.75,2.25,3.04,77.3168,
9/24/2021,19:0:0,09/24/21 19:00, Patapsco River  - Aquarium East Surface,S,5.33,7.43,2.28,2.24,2.73,77.1926,
9/24/2021,19:15:0,09/24/21 19:15, Patapsco River  - Aquarium East Surface,S,5.35,7.45,2.46,2.37,2.59,77.2574,
9/24/2021,19:30:0,09/24/21 19:30, Patapsco River  - Aquarium East Surface,S,5.36,7.43,2.3,2.2,2.41,77.2592,
9/24/2021,19:45:0,09/24/21 19:45, Patapsco River  - Aquarium East Surface,S,5.39,7.45,2.48,2.31,2.47,77.3168,
9/24/2021,20:0:0,09/24/21 20:00, Patapsco River  - Aquarium East Surface,S,5.45,7.5,2.74,2.71,2.76,77.378,
9/24/2021,20:15:0,09/24/21 20:15, Patapsco River  - Aquarium East Surface,S,5.46,7.46,2.54,2.2,2.73,77.3348,
9/24/2021,20:30:0,09/24/21 20:30, Patapsco River  - Aquarium East Surface,S,5.46,7.46,2.6,2.45,2.64,77.324,
9/24/2021,20:45:0,09/24/21 20:45, Patapsco River  - Aquarium East Surface,S,5.43,7.45,2.48,2.33,2.46,77.2646,
9/24/2021,21:0:0,09/24/21 21:00, Patapsco River  - Aquarium East Surface,S,5.44,7.46,2.57,2.27,2.46,77.2664,
9/24/2021,21:15:0,09/24/21 21:15, Patapsco River  - Aquarium East Surface,S,5.46,7.47,2.62,2.4,2.58,77.2934,
9/24/2021,21:30:0,09/24/21 21:30, Patapsco River  - Aquarium East Surface,S,5.44,7.44,2.15,2.04,2.12,77.2178,
9/24/2021,21:45:0,09/24/21 21:45, Patapsco River  - Aquarium East Surface,S,5.43,7.43,2.18,2.03,2.51,77.162,
9/24/2021,22:0:0,09/24/21 22:00, Patapsco River  - Aquarium East Surface,S,5.42,7.43,2.13,2.21,2.42,77.135,
9/24/2021,22:15:0,09/24/21 22:15, Patapsco River  - Aquarium East Surface,S,5.44,7.44,2.28,2.11,2.24,77.1494,
9/24/2021,22:30:0,09/24/21 22:30, Patapsco River  - Aquarium East Surface,S,5.46,7.44,2.37,2.17,2.23,77.2088,
9/24/2021,22:45:0,09/24/21 22:45, Patapsco River  - Aquarium East Surface,S,5.46,7.44,2.06,2.06,2.19,77.225,
9/24/2021,23:0:0,09/24/21 23:00, Patapsco River  - Aquarium East Surface,S,5.47,7.46,2.17,2.22,2.37,77.2502,
9/24/2021,23:15:0,09/24/21 23:15, Patapsco River  - Aquarium East Surface,S,5.47,7.45,2.13,2.26,2.22,77.2268,
9/24/2021,23:30:0,09/24/21 23:30, Patapsco River  - Aquarium East Surface,S,5.49,7.46,2.33,2.34,2.16,77.225,
9/24/2021,23:45:0,09/24/21 23:45, Patapsco River  - Aquarium East Surface,S,5.49,7.45,2.2,2.14,2.27,77.2178,
9/25/2021,0:0:0,09/25/21 00:00, Patapsco River  - Aquarium East Surface,S,5.49,7.45,2.07,2.17,2.32,77.189,
9/25/2021,0:15:0,09/25/21 00:15, Patapsco River  - Aquarium East Surface,S,5.51,7.46,2.12,2.4,2.07,77.207,
9/25/2021,0:30:0,09/25/21 00:30, Patapsco River  - Aquarium East Surface,S,5.5,7.44,1.98,2.6,1.91,77.171,
9/25/2021,0:45:0,09/25/21 00:45, Patapsco River  - Aquarium East Surface,S,5.54,7.46,2.45,2.52,2.21,77.243,
9/25/2021,1:0:0,09/25/21 01:00, Patapsco River  - Aquarium East Surface,S,5.52,7.43,1.88,2.01,2.14,77.1278,
9/25/2021,1:15:0,09/25/21 01:15, Patapsco River  - Aquarium East Surface,S,5.54,7.44,2.09,2.14,2.13,77.1872,
9/25/2021,1:30:0,09/25/21 01:30, Patapsco River  - Aquarium East Surface,S,5.53,7.44,2.03,2.14,1.99,77.1332,
9/25/2021,1:45:0,09/25/21 01:45, Patapsco River  - Aquarium East Surface,S,5.52,7.44,1.97,2.17,1.97,77.117,
9/25/2021,2:0:0,09/25/21 02:00, Patapsco River  - Aquarium East Surface,S,5.53,7.43,2.01,2.22,1.82,77.0972,
9/25/2021,2:15:0,09/25/21 02:15, Patapsco River  - Aquarium East Surface,S,5.55,7.42,2.22,2.13,1.97,77.1098,
9/25/2021,2:30:0,09/25/21 02:30, Patapsco River  - Aquarium East Surface,S,5.55,7.43,2.06,2.14,1.64,77.1026,
9/25/2021,2:45:0,09/25/21 02:45, Patapsco River  - Aquarium East Surface,S,5.55,7.41,1.91,2.14,1.83,77.0864,
9/25/2021,3:0:0,09/25/21 03:00, Patapsco River  - Aquarium East Surface,S,5.55,7.42,2.02,2.12,1.65,77.0738,
9/25/2021,3:15:0,09/25/21 03:15, Patapsco River  - Aquarium East Surface,S,5.57,7.43,2.27,2.35,1.83,77.1098,
9/25/2021,3:30:0,09/25/21 03:30, Patapsco River  - Aquarium East Surface,S,5.58,7.43,2.19,2.34,1.89,77.1224,
9/25/2021,3:45:0,09/25/21 03:45, Patapsco River  - Aquarium East Surface,S,5.59,7.43,2.37,2.43,1.8,77.1386,
9/25/2021,4:0:0,09/25/21 04:00, Patapsco River  - Aquarium East Surface,S,5.6,7.44,2.32,2.6,1.94,77.171,
9/25/2021,4:15:0,09/25/21 04:15, Patapsco River  - Aquarium East Surface,S,5.57,7.42,1.89,2.1,1.77,77.063,
9/25/2021,4:30:0,09/25/21 04:30, Patapsco River  - Aquarium East Surface,S,5.57,7.42,1.82,2.14,1.71,77.045,
9/25/2021,4:45:0,09/25/21 04:45, Patapsco River  - Aquarium East Surface,S,5.57,7.42,1.84,2.14,1.64,77.0108,
9/25/2021,5:0:0,09/25/21 05:00, Patapsco River  - Aquarium East Surface,S,5.57,7.4,1.85,2.04,1.59,76.9892,
9/25/2021,5:15:0,09/25/21 05:15, Patapsco River  - Aquarium East Surface,S,5.55,7.41,1.91,2.14,1.65,76.8812,
9/25/2021,5:30:0,09/25/21 05:30, Patapsco River  - Aquarium East Surface,S,5.54,7.41,1.88,2.14,1.51,76.8218,
9/25/2021,5:45:0,09/25/21 05:45, Patapsco River  - Aquarium East Surface,S,5.55,7.41,1.88,2.09,1.51,76.8416,
9/25/2021,6:0:0,09/25/21 06:00, Patapsco River  - Aquarium East Surface,S,5.56,7.41,1.85,2.04,1.61,76.8434,
9/25/2021,6:15:0,09/25/21 06:15, Patapsco River  - Aquarium East Surface,S,5.56,7.4,1.88,2.12,1.63,76.8326,
9/25/2021,6:30:0,09/25/21 06:30, Patapsco River  - Aquarium East Surface,S,5.56,7.39,1.82,2.12,1.51,76.8146,
9/25/2021,6:45:0,09/25/21 06:45, Patapsco River  - Aquarium East Surface,S,5.56,7.39,1.78,2.02,1.38,76.8002,
9/25/2021,7:0:0,09/25/21 07:00, Patapsco River  - Aquarium East Surface,S,5.56,7.4,1.92,2.09,1.48,76.7498,
9/25/2021,7:15:0,09/25/21 07:15, Patapsco River  - Aquarium East Surface,S,5.56,7.41,1.92,2.19,1.65,76.739,
9/25/2021,7:30:0,09/25/21 07:30, Patapsco River  - Aquarium East Surface,S,5.56,7.4,1.84,2.04,1.53,76.721,
9/25/2021,7:45:0,09/25/21 07:45, Patapsco River  - Aquarium East Surface,S,5.57,7.41,1.91,2.11,1.58,76.7066,
9/25/2021,8:0:0,09/25/21 08:00, Patapsco River  - Aquarium East Surface,S,5.57,7.4,1.93,2.17,1.66,76.703,
9/25/2021,8:15:0,09/25/21 08:15, Patapsco River  - Aquarium East Surface,S,5.57,7.39,2.27,2,1.35,76.6922,
9/25/2021,8:30:0,09/25/21 08:30, Patapsco River  - Aquarium East Surface,S,5.58,7.38,2.03,2,1.23,76.694,
9/25/2021,8:45:0,09/25/21 08:45, Patapsco River  - Aquarium East Surface,S,5.58,7.39,2.05,2.09,1.38,76.7066,
9/25/2021,9:0:0,09/25/21 09:00, Patapsco River  - Aquarium East Surface,S,5.58,7.38,2.14,1.95,1.21,76.6958,
9/25/2021,9:15:0,09/25/21 09:15, Patapsco River  - Aquarium East Surface,S,5.57,7.38,2.02,1.95,1.18,76.6814,
9/25/2021,9:30:0,09/25/21 09:30, Patapsco River  - Aquarium East Surface,S,5.56,7.38,1.95,1.89,1.04,76.7426,
9/25/2021,9:45:0,09/25/21 09:45, Patapsco River  - Aquarium East Surface,S,5.54,7.39,1.98,1.88,1.35,76.7048,
9/25/2021,10:0:0,09/25/21 10:00, Patapsco River  - Aquarium East Surface,S,5.54,7.4,1.91,1.93,1.32,76.7282,
9/25/2021,10:15:0,09/25/21 10:15, Patapsco River  - Aquarium East Surface,S,5.52,7.4,1.96,1.96,1.57,76.7318,
9/25/2021,10:30:0,09/25/21 10:30, Patapsco River  - Aquarium East Surface,S,5.53,7.4,2,1.98,1.27,76.7138,
9/25/2021,10:45:0,09/25/21 10:45, Patapsco River  - Aquarium East Surface,S,5.49,7.4,2.23,2.05,1.47,76.7084,
9/25/2021,11:0:0,09/25/21 11:00, Patapsco River  - Aquarium East Surface,S,5.47,7.41,2.28,2.19,1.65,76.6562,
9/25/2021,11:15:0,09/25/21 11:15, Patapsco River  - Aquarium East Surface,S,5.43,7.41,2.47,2.09,1.59,76.6976,
9/25/2021,11:30:0,09/25/21 11:30, Patapsco River  - Aquarium East Surface,S,5.46,7.4,2.22,2.06,1.33,76.7642,
9/25/2021,11:45:0,09/25/21 11:45, Patapsco River  - Aquarium East Surface,S,5.42,7.42,2.52,1.98,1.58,76.829,
9/25/2021,12:0:0,09/25/21 12:00, Patapsco River  - Aquarium East Surface,S,5.44,7.39,2.35,2,1.29,76.8902,
9/25/2021,12:15:0,09/25/21 12:15, Patapsco River  - Aquarium East Surface,S,5.43,7.38,2.42,2.03,1.39,76.9496,
9/25/2021,12:30:0,09/25/21 12:30, Patapsco River  - Aquarium East Surface,S,5.4,7.38,2.38,1.99,1.53,76.973,
9/25/2021,12:45:0,09/25/21 12:45, Patapsco River  - Aquarium East Surface,S,5.32,7.42,2.49,1.85,1.85,77.0342,
9/25/2021,13:0:0,09/25/21 13:00, Patapsco River  - Aquarium East Surface,S,5.3,7.42,2.49,1.86,1.83,77.0252,
9/25/2021,13:15:0,09/25/21 13:15, Patapsco River  - Aquarium East Surface,S,5.22,7.47,2.84,1.88,2.72,77.1296,
9/25/2021,13:30:0,09/25/21 13:30, Patapsco River  - Aquarium East Surface,S,5.31,7.46,2.75,1.89,2.24,77.081,
9/25/2021,13:45:0,09/25/21 13:45, Patapsco River  - Aquarium East Surface,S,5.27,7.47,2.91,1.83,2.69,77.108,
9/25/2021,14:0:0,09/25/21 14:00, Patapsco River  - Aquarium East Surface,S,5.26,7.46,2.89,1.83,2.76,77.045,
9/25/2021,14:15:0,09/25/21 14:15, Patapsco River  - Aquarium East Surface,S,5.26,7.45,2.67,1.81,2.66,77.0252,
9/25/2021,14:30:0,09/25/21 14:30, Patapsco River  - Aquarium East Surface,S,5.28,7.44,2.81,1.8,2.95,76.9604,
9/25/2021,14:45:0,09/25/21 14:45, Patapsco River  - Aquarium East Surface,S,5.24,7.45,2.73,1.78,3.2,76.919,
9/25/2021,15:0:0,09/25/21 15:00, Patapsco River  - Aquarium East Surface,S,5.31,7.43,2.65,1.83,2.75,76.9712,
9/25/2021,15:15:0,09/25/21 15:15, Patapsco River  - Aquarium East Surface,S,5.3,7.44,2.57,1.83,3.21,76.9424,
9/25/2021,15:30:0,09/25/21 15:30, Patapsco River  - Aquarium East Surface,S,5.28,7.44,2.65,1.81,3.9,76.8902,
9/25/2021,15:45:0,09/25/21 15:45, Patapsco River  - Aquarium East Surface,S,5.3,7.44,2.67,1.74,4.3,76.8272,
9/25/2021,16:0:0,09/25/21 16:00, Patapsco River  - Aquarium East Surface,S,5.27,7.42,2.56,1.84,3.53,76.7228,
9/25/2021,16:15:0,09/25/21 16:15, Patapsco River  - Aquarium East Surface,S,5.27,7.4,2.34,1.75,4.01,76.739,
9/25/2021,16:30:0,09/25/21 16:30, Patapsco River  - Aquarium East Surface,S,5.32,7.42,2.57,1.8,3.66,76.8146,
9/25/2021,16:45:0,09/25/21 16:45, Patapsco River  - Aquarium East Surface,S,5.33,7.41,2.59,1.76,3.46,76.8128,
9/25/2021,17:0:0,09/25/21 17:00, Patapsco River  - Aquarium East Surface,S,5.4,7.42,2.79,1.9,3.53,76.838,
9/25/2021,17:15:0,09/25/21 17:15, Patapsco River  - Aquarium East Surface,S,5.42,7.41,2.9,1.94,3.29,76.8506,
9/25/2021,17:30:0,09/25/21 17:30, Patapsco River  - Aquarium East Surface,S,5.36,7.41,2.58,1.88,3.87,76.7624,
9/25/2021,17:45:0,09/25/21 17:45, Patapsco River  - Aquarium East Surface,S,5.35,7.39,2.32,1.78,3.98,76.6832,
9/25/2021,18:0:0,09/25/21 18:00, Patapsco River  - Aquarium East Surface,S,5.4,7.38,2.39,1.96,2.94,76.7552,
9/25/2021,18:15:0,09/25/21 18:15, Patapsco River  - Aquarium East Surface,S,5.38,7.35,2.01,1.8,3.19,76.7408,
9/25/2021,18:30:0,09/25/21 18:30, Patapsco River  - Aquarium East Surface,S,5.43,7.36,2.19,1.8,2.91,76.7804,
9/25/2021,18:45:0,09/25/21 18:45, Patapsco River  - Aquarium East Surface,S,5.46,7.37,2.33,1.86,2.71,76.811,
9/25/2021,19:0:0,09/25/21 19:00, Patapsco River  - Aquarium East Surface,S,5.44,7.35,2,1.8,2.07,76.7948,
9/25/2021,19:15:0,09/25/21 19:15, Patapsco River  - Aquarium East Surface,S,5.48,7.35,2.27,1.83,2.39,76.7822,
9/25/2021,19:30:0,09/25/21 19:30, Patapsco River  - Aquarium East Surface,S,5.45,7.34,2.02,1.77,2.51,76.73,
9/25/2021,19:45:0,09/25/21 19:45, Patapsco River  - Aquarium East Surface,S,5.48,7.35,2.04,1.78,2.3,76.7282,
9/25/2021,20:0:0,09/25/21 20:00, Patapsco River  - Aquarium East Surface,S,5.48,7.34,1.84,1.81,2.06,76.7228,
9/25/2021,20:15:0,09/25/21 20:15, Patapsco River  - Aquarium East Surface,S,5.54,7.35,2.2,1.92,2.42,76.7462,
9/25/2021,20:30:0,09/25/21 20:30, Patapsco River  - Aquarium East Surface,S,5.52,7.35,2.19,1.87,2.06,76.703,
9/25/2021,20:45:0,09/25/21 20:45, Patapsco River  - Aquarium East Surface,S,5.52,7.35,2.04,1.92,2.21,76.6778,
9/25/2021,21:0:0,09/25/21 21:00, Patapsco River  - Aquarium East Surface,S,5.54,7.35,2.24,1.92,1.86,76.667,
9/25/2021,21:15:0,09/25/21 21:15, Patapsco River  - Aquarium East Surface,S,5.49,7.34,1.83,1.91,2.15,76.6004,
9/25/2021,21:30:0,09/25/21 21:30, Patapsco River  - Aquarium East Surface,S,5.57,7.35,2.32,2.25,2.05,76.6904,
9/25/2021,21:45:0,09/25/21 21:45, Patapsco River  - Aquarium East Surface,S,5.55,7.35,2.25,2.06,1.74,76.6346,
9/25/2021,22:0:0,09/25/21 22:00, Patapsco River  - Aquarium East Surface,S,5.55,7.34,2.17,2.12,1.89,76.6004,
9/25/2021,22:15:0,09/25/21 22:15, Patapsco River  - Aquarium East Surface,S,5.56,7.34,2.14,1.93,1.64,76.6292,
9/25/2021,22:30:0,09/25/21 22:30, Patapsco River  - Aquarium East Surface,S,5.56,7.33,2,1.83,1.82,76.5914,
9/25/2021,22:45:0,09/25/21 22:45, Patapsco River  - Aquarium East Surface,S,5.56,7.34,2.08,1.91,1.66,76.5788,
9/25/2021,23:0:0,09/25/21 23:00, Patapsco River  - Aquarium East Surface,S,5.58,7.33,1.85,1.74,2.03,76.595,
9/25/2021,23:15:0,09/25/21 23:15, Patapsco River  - Aquarium East Surface,S,5.57,7.34,1.92,1.81,1.88,76.5266,
9/25/2021,23:30:0,09/25/21 23:30, Patapsco River  - Aquarium East Surface,S,5.54,7.34,1.82,1.94,1.73,76.442,
9/25/2021,23:45:0,09/25/21 23:45, Patapsco River  - Aquarium East Surface,S,5.55,7.34,1.94,1.76,1.78,76.4492,
9/26/2021,0:0:0,09/26/21 00:00, Patapsco River  - Aquarium East Surface,S,5.56,7.33,1.86,1.82,1.73,76.4618,
9/26/2021,0:15:0,09/26/21 00:15, Patapsco River  - Aquarium East Surface,S,5.57,7.32,1.73,1.78,1.74,76.4564,
9/26/2021,0:30:0,09/26/21 00:30, Patapsco River  - Aquarium East Surface,S,5.58,7.34,2.03,1.75,1.5,76.4456,
9/26/2021,0:45:0,09/26/21 00:45, Patapsco River  - Aquarium East Surface,S,5.57,7.33,1.7,1.8,1.79,76.3574,
9/26/2021,1:0:0,09/26/21 01:00, Patapsco River  - Aquarium East Surface,S,5.56,7.33,1.75,1.73,1.52,76.3412,
9/26/2021,1:15:0,09/26/21 01:15, Patapsco River  - Aquarium East Surface,S,5.57,7.32,1.7,1.72,1.63,76.3592,
9/26/2021,1:30:0,09/26/21 01:30, Patapsco River  - Aquarium East Surface,S,5.56,7.34,1.72,1.8,1.75,76.3052,
9/26/2021,1:45:0,09/26/21 01:45, Patapsco River  - Aquarium East Surface,S,5.56,7.33,1.64,1.83,1.77,76.2782,
9/26/2021,2:0:0,09/26/21 02:00, Patapsco River  - Aquarium East Surface,S,5.59,7.33,1.66,1.82,1.46,76.3232,
9/26/2021,2:15:0,09/26/21 02:15, Patapsco River  - Aquarium East Surface,S,5.6,7.33,1.67,1.82,1.34,76.3196,
9/26/2021,2:30:0,09/26/21 02:30, Patapsco River  - Aquarium East Surface,S,5.59,7.32,1.5,1.75,1.43,76.271,
9/26/2021,2:45:0,09/26/21 02:45, Patapsco River  - Aquarium East Surface,S,5.61,7.33,1.52,1.78,1.37,76.2638,
9/26/2021,3:0:0,09/26/21 03:00, Patapsco River  - Aquarium East Surface,S,5.64,7.33,1.68,1.81,1.38,76.3016,
9/26/2021,3:15:0,09/26/21 03:15, Patapsco River  - Aquarium East Surface,S,5.62,7.32,1.56,1.99,1.41,76.2584,
9/26/2021,3:30:0,09/26/21 03:30, Patapsco River  - Aquarium East Surface,S,5.61,7.32,1.5,1.78,1.45,76.217,
9/26/2021,3:45:0,09/26/21 03:45, Patapsco River  - Aquarium East Surface,S,5.65,7.33,1.66,1.75,1.32,76.244,
9/26/2021,4:0:0,09/26/21 04:00, Patapsco River  - Aquarium East Surface,S,5.67,7.33,1.83,1.93,1.52,76.2872,
9/26/2021,4:15:0,09/26/21 04:15, Patapsco River  - Aquarium East Surface,S,5.7,7.34,1.87,2.28,1.26,76.3304,
9/26/2021,4:30:0,09/26/21 04:30, Patapsco River  - Aquarium East Surface,S,5.72,7.34,1.94,1.88,1.22,76.3574,
9/26/2021,4:45:0,09/26/21 04:45, Patapsco River  - Aquarium East Surface,S,5.72,7.35,2.03,1.83,1.56,76.3304,
9/26/2021,5:0:0,09/26/21 05:00, Patapsco River  - Aquarium East Surface,S,5.72,7.34,1.98,2.24,1.52,76.3124,
9/26/2021,5:15:0,09/26/21 05:15, Patapsco River  - Aquarium East Surface,S,5.7,7.34,1.94,2.05,1.37,76.2908,
9/26/2021,5:30:0,09/26/21 05:30, Patapsco River  - Aquarium East Surface,S,5.72,7.34,1.81,2.02,1.45,76.3178,
9/26/2021,5:45:0,09/26/21 05:45, Patapsco River  - Aquarium East Surface,S,5.73,7.33,1.61,1.88,1.25,76.3304,
9/26/2021,6:0:0,09/26/21 06:00, Patapsco River  - Aquarium East Surface,S,5.73,7.33,1.65,1.87,1.36,76.3034,
9/26/2021,6:15:0,09/26/21 06:15, Patapsco River  - Aquarium East Surface,S,5.74,7.33,1.62,1.84,1.54,76.2512,
9/26/2021,6:30:0,09/26/21 06:30, Patapsco River  - Aquarium East Surface,S,5.73,7.33,1.51,1.82,1.24,76.2872,
9/26/2021,6:45:0,09/26/21 06:45, Patapsco River  - Aquarium East Surface,S,5.78,7.34,1.68,2.07,1.21,76.3898,
9/26/2021,7:0:0,09/26/21 07:00, Patapsco River  - Aquarium East Surface,S,5.74,7.34,1.59,1.96,1.33,76.2656,
9/26/2021,7:15:0,09/26/21 07:15, Patapsco River  - Aquarium East Surface,S,5.75,7.34,1.45,1.86,1.43,76.2692,
9/26/2021,7:30:0,09/26/21 07:30, Patapsco River  - Aquarium East Surface,S,5.75,7.34,1.52,1.97,1.43,76.1846,
9/26/2021,7:45:0,09/26/21 07:45, Patapsco River  - Aquarium East Surface,S,5.8,7.35,1.85,2.09,1.11,76.2782,
9/26/2021,8:0:0,09/26/21 08:00, Patapsco River  - Aquarium East Surface,S,5.87,7.36,1.96,2.19,1.22,76.3934,
9/26/2021,8:15:0,09/26/21 08:15, Patapsco River  - Aquarium East Surface,S,5.82,7.34,1.65,1.94,1.29,76.1792,
9/26/2021,8:30:0,09/26/21 08:30, Patapsco River  - Aquarium East Surface,S,5.84,7.35,1.85,2.18,1.15,76.3142,
9/26/2021,8:45:0,09/26/21 08:45, Patapsco River  - Aquarium East Surface,S,5.78,7.34,1.4,2.06,0.95,76.1198,
9/26/2021,9:0:0,09/26/21 09:00, Patapsco River  - Aquarium East Surface,S,5.75,7.33,1.38,1.93,1.28,76.0442,
9/26/2021,9:15:0,09/26/21 09:15, Patapsco River  - Aquarium East Surface,S,5.81,7.34,1.61,1.96,1.06,76.1738,
9/26/2021,9:30:0,09/26/21 09:30, Patapsco River  - Aquarium East Surface,S,5.81,7.34,1.42,2.03,1.25,76.2494,
9/26/2021,9:45:0,09/26/21 09:45, Patapsco River  - Aquarium East Surface,S,5.89,7.34,1.65,2.1,0.85,76.487,
9/26/2021,10:0:0,09/26/21 10:00, Patapsco River  - Aquarium East Surface,S,5.84,7.34,1.44,1.91,1.15,76.298,
9/26/2021,10:15:0,09/26/21 10:15, Patapsco River  - Aquarium East Surface,S,5.9,7.34,1.52,1.99,0.84,76.532,
9/26/2021,10:30:0,09/26/21 10:30, Patapsco River  - Aquarium East Surface,S,5.89,7.34,1.49,2.02,0.85,76.5212,
9/26/2021,10:45:0,09/26/21 10:45, Patapsco River  - Aquarium East Surface,S,5.94,7.35,1.92,2.14,1,76.6958,
9/26/2021,11:0:0,09/26/21 11:00, Patapsco River  - Aquarium East Surface,S,5.92,7.35,1.63,2.08,1.13,76.6634,
9/26/2021,11:15:0,09/26/21 11:15, Patapsco River  - Aquarium East Surface,S,5.95,7.35,1.57,2.09,0.89,76.7498,
9/26/2021,11:30:0,09/26/21 11:30, Patapsco River  - Aquarium East Surface,S,5.9,7.34,1.37,1.91,1.04,76.7336,
9/26/2021,11:45:0,09/26/21 11:45, Patapsco River  - Aquarium East Surface,S,5.88,7.35,1.49,1.99,1.04,76.7534,
9/26/2021,12:0:0,09/26/21 12:00, Patapsco River  - Aquarium East Surface,S,5.9,7.35,1.64,2.02,0.86,76.865,
9/26/2021,12:15:0,09/26/21 12:15, Patapsco River  - Aquarium East Surface,S,5.91,7.35,1.59,1.96,0.98,76.892,
9/26/2021,12:30:0,09/26/21 12:30, Patapsco River  - Aquarium East Surface,S,5.95,7.34,1.6,2.08,0.95,77.0216,
9/26/2021,12:45:0,09/26/21 12:45, Patapsco River  - Aquarium East Surface,S,5.93,7.36,1.46,2.01,0.83,76.9802,
9/26/2021,13:0:0,09/26/21 13:00, Patapsco River  - Aquarium East Surface,S,5.92,7.35,1.43,2.03,1.01,77.0774,
9/26/2021,13:15:0,09/26/21 13:15, Patapsco River  - Aquarium East Surface,S,6,7.35,1.59,2.08,0.95,77.1188,
9/26/2021,13:30:0,09/26/21 13:30, Patapsco River  - Aquarium East Surface,S,5.96,7.36,1.58,2.07,1.01,77.099,
9/26/2021,13:45:0,09/26/21 13:45, Patapsco River  - Aquarium East Surface,S,6,7.35,1.66,2.08,0.83,77.0468,
9/26/2021,14:0:0,09/26/21 14:00, Patapsco River  - Aquarium East Surface,S,5.96,7.35,1.5,2.05,1.15,76.9928,
9/26/2021,14:15:0,09/26/21 14:15, Patapsco River  - Aquarium East Surface,S,5.99,7.36,1.71,2.2,1,76.9028,
9/26/2021,14:30:0,09/26/21 14:30, Patapsco River  - Aquarium East Surface,S,5.98,7.35,1.62,2.12,1.05,76.802,
9/26/2021,14:45:0,09/26/21 14:45, Patapsco River  - Aquarium East Surface,S,6.04,7.34,1.58,2.1,0.86,76.7984,
9/26/2021,15:0:0,09/26/21 15:00, Patapsco River  - Aquarium East Surface,S,6.05,7.35,1.6,2.14,1,76.8056,
9/26/2021,15:15:0,09/26/21 15:15, Patapsco River  - Aquarium East Surface,S,6.11,7.34,1.65,2.27,0.98,76.8902,
9/26/2021,15:30:0,09/26/21 15:30, Patapsco River  - Aquarium East Surface,S,6.11,7.35,1.62,2.26,1.03,76.811,
9/26/2021,15:45:0,09/26/21 15:45, Patapsco River  - Aquarium East Surface,S,6.12,7.35,1.57,2.27,1.05,76.8056,
9/26/2021,16:0:0,09/26/21 16:00, Patapsco River  - Aquarium East Surface,S,6.16,7.34,1.56,2.33,1.09,76.7696,
9/26/2021,16:15:0,09/26/21 16:15, Patapsco River  - Aquarium East Surface,S,6.18,7.34,1.53,2.41,0.97,76.8236,
9/26/2021,16:30:0,09/26/21 16:30, Patapsco River  - Aquarium East Surface,S,6.17,7.34,1.27,2.27,0.91,76.7822,
9/26/2021,16:45:0,09/26/21 16:45, Patapsco River  - Aquarium East Surface,S,6.22,7.35,1.54,2.47,0.86,76.7786,
9/26/2021,17:0:0,09/26/21 17:00, Patapsco River  - Aquarium East Surface,S,6.19,7.35,1.35,2.31,1.01,76.658,
9/26/2021,17:15:0,09/26/21 17:15, Patapsco River  - Aquarium East Surface,S,6.21,7.35,1.43,2.47,0.96,76.6616,
