"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/08","14:00","1.187","-","2.23"
"2022/09/08","14:06","1.16","-","2.22"
"2022/09/08","14:12","1.133","-","2.21"
"2022/09/08","14:18","1.106","-","2.19"
"2022/09/08","14:24","1.079","-","2.18"
"2022/09/08","14:30","1.052","-","2.17"
"2022/09/08","14:36","1.025","-","2.15"
"2022/09/08","14:42","0.999","-","2.13"
"2022/09/08","14:48","0.973","-","2.11"
"2022/09/08","14:54","0.947","-","2.09"
"2022/09/08","15:00","0.922","-","2.07"
"2022/09/08","15:06","0.898","-","2.07"
"2022/09/08","15:12","0.874","-","2.05"
"2022/09/08","15:18","0.852","-","2.03"
"2022/09/08","15:24","0.83","-","2.01"
"2022/09/08","15:30","0.81","-","1.99"
"2022/09/08","15:36","0.791","-","1.99"
"2022/09/08","15:42","0.774","-","1.99"
"2022/09/08","15:48","0.758","-","1.98"
"2022/09/08","15:54","0.743","-","1.95"
"2022/09/08","16:00","0.731","-","1.96"
"2022/09/08","16:06","0.72","-","1.96"
"2022/09/08","16:12","0.711","-","1.94"
"2022/09/08","16:18","0.704","-","1.94"
"2022/09/08","16:24","0.698","-","1.94"
"2022/09/08","16:30","0.695","-","1.93"
"2022/09/08","16:36","0.694","-","1.94"
"2022/09/08","16:42","0.694","-","1.95"
"2022/09/08","16:48","0.697","-","1.93"
"2022/09/08","16:54","0.701","-","1.95"
"2022/09/08","17:00","0.707","-","1.96"
"2022/09/08","17:06","0.714","-","1.97"
"2022/09/08","17:12","0.724","-","1.99"
"2022/09/08","17:18","0.735","-","1.99"
"2022/09/08","17:24","0.747","-","1.99"
"2022/09/08","17:30","0.761","-","2"
"2022/09/08","17:36","0.776","-","2"
"2022/09/08","17:42","0.792","-","2.02"
"2022/09/08","17:48","0.809","-","2.06"
"2022/09/08","17:54","0.827","-","2.07"
"2022/09/08","18:00","0.846","-","2.1"
"2022/09/08","18:06","0.866","-","2.12"
"2022/09/08","18:12","0.887","-","2.12"
"2022/09/08","18:18","0.908","-","2.15"
"2022/09/08","18:24","0.93","-","2.18"
"2022/09/08","18:30","0.953","-","2.21"
"2022/09/08","18:36","0.976","-","2.26"
"2022/09/08","18:42","0.999","-","2.27"
"2022/09/08","18:48","1.022","-","2.3"
"2022/09/08","18:54","1.046","-","2.31"
"2022/09/08","19:00","1.071","-","2.33"
"2022/09/08","19:06","1.095","-","2.36"
"2022/09/08","19:12","1.119","-","2.38"
"2022/09/08","19:18","1.144","-","2.4"
"2022/09/08","19:24","1.168","-","2.42"
"2022/09/08","19:30","1.193","-","2.43"
"2022/09/08","19:36","1.217","-","2.44"
"2022/09/08","19:42","1.241","-","2.47"
"2022/09/08","19:48","1.264","-","2.47"
"2022/09/08","19:54","1.287","-","2.5"
"2022/09/08","20:00","1.31","-","2.52"
"2022/09/08","20:06","1.332","-","2.53"
"2022/09/08","20:12","1.353","-","2.55"
"2022/09/08","20:18","1.373","-","2.55"
"2022/09/08","20:24","1.392","-","2.56"
"2022/09/08","20:30","1.41","-","2.57"
"2022/09/08","20:36","1.427","-","2.59"
"2022/09/08","20:42","1.443","-","2.59"
"2022/09/08","20:48","1.457","-","2.62"
"2022/09/08","20:54","1.47","-","2.62"
"2022/09/08","21:00","1.481","-","2.63"
"2022/09/08","21:06","1.49","-","2.63"
"2022/09/08","21:12","1.498","-","2.63"
"2022/09/08","21:18","1.504","-","2.63"
"2022/09/08","21:24","1.509","-","2.63"
"2022/09/08","21:30","1.511","-","2.63"
"2022/09/08","21:36","1.512","-","2.63"
"2022/09/08","21:42","1.511","-","2.62"
"2022/09/08","21:48","1.508","-","2.62"
"2022/09/08","21:54","1.504","-","2.62"
"2022/09/08","22:00","1.497","-","2.61"
"2022/09/08","22:06","1.49","-","2.6"
"2022/09/08","22:12","1.48","-","2.59"
"2022/09/08","22:18","1.469","-","2.56"
"2022/09/08","22:24","1.457","-","2.54"
"2022/09/08","22:30","1.443","-","2.52"
"2022/09/08","22:36","1.429","-","2.5"
"2022/09/08","22:42","1.412","-","2.49"
"2022/09/08","22:48","1.395","-","2.47"
"2022/09/08","22:54","1.377","-","2.45"
"2022/09/08","23:00","1.358","-","2.43"
"2022/09/08","23:06","1.337","-","2.4"
"2022/09/08","23:12","1.317","-","2.38"
"2022/09/08","23:18","1.295","-","2.34"
"2022/09/08","23:24","1.273","-","2.32"
"2022/09/08","23:30","1.25","-","2.29"
"2022/09/08","23:36","1.227","-","2.26"
"2022/09/08","23:42","1.203","-","2.24"
"2022/09/08","23:48","1.179","-","2.2"
"2022/09/08","23:54","1.155","-","2.19"
"2022/09/09","00:00","1.13","-","2.17"
"2022/09/09","00:06","1.106","-","2.15"
"2022/09/09","00:12","1.081","-","2.13"
"2022/09/09","00:18","1.056","-","2.1"
"2022/09/09","00:24","1.031","-","2.07"
"2022/09/09","00:30","1.007","-","2.05"
"2022/09/09","00:36","0.982","-","2.02"
"2022/09/09","00:42","0.958","-","1.99"
"2022/09/09","00:48","0.934","-","1.97"
"2022/09/09","00:54","0.91","-","1.93"
"2022/09/09","01:00","0.886","-","1.91"
"2022/09/09","01:06","0.863","-","1.89"
"2022/09/09","01:12","0.84","-","1.87"
"2022/09/09","01:18","0.818","-","1.85"
"2022/09/09","01:24","0.796","-","1.84"
"2022/09/09","01:30","0.774","-","1.8"
"2022/09/09","01:36","0.753","-","1.78"
"2022/09/09","01:42","0.733","-","1.76"
"2022/09/09","01:48","0.713","-","1.74"
"2022/09/09","01:54","0.693","-","1.71"
"2022/09/09","02:00","0.674","-","1.69"
"2022/09/09","02:06","0.656","-","1.68"
"2022/09/09","02:12","0.638","-","1.66"
"2022/09/09","02:18","0.62","-","1.64"
"2022/09/09","02:24","0.603","-","1.63"
"2022/09/09","02:30","0.587","-","1.61"
"2022/09/09","02:36","0.571","-","1.6"
"2022/09/09","02:42","0.556","-","1.59"
"2022/09/09","02:48","0.542","-","1.58"
"2022/09/09","02:54","0.529","-","1.57"
"2022/09/09","03:00","0.516","-","1.55"
"2022/09/09","03:06","0.504","-","1.54"
"2022/09/09","03:12","0.493","-","1.53"
"2022/09/09","03:18","0.483","-","1.52"
"2022/09/09","03:24","0.474","-","1.51"
"2022/09/09","03:30","0.466","-","1.51"
"2022/09/09","03:36","0.46","-","1.51"
"2022/09/09","03:42","0.454","-","1.52"
"2022/09/09","03:48","0.451","-","1.53"
"2022/09/09","03:54","0.448","-","1.52"
"2022/09/09","04:00","0.448","-","1.52"
"2022/09/09","04:06","0.449","-","1.53"
"2022/09/09","04:12","0.451","-","1.53"
"2022/09/09","04:18","0.456","-","1.55"
"2022/09/09","04:24","0.462","-","1.56"
"2022/09/09","04:30","0.471","-","1.58"
"2022/09/09","04:36","0.481","-","1.59"
"2022/09/09","04:42","0.493","-","1.59"
"2022/09/09","04:48","0.507","-","1.61"
"2022/09/09","04:54","0.523","-","1.62"
"2022/09/09","05:00","0.541","-","1.65"
"2022/09/09","05:06","0.561","-","1.68"
"2022/09/09","05:12","0.583","-","1.7"
"2022/09/09","05:18","0.606","-","1.74"
"2022/09/09","05:24","0.631","-","1.77"
"2022/09/09","05:30","0.658","-","1.8"
"2022/09/09","05:36","0.686","-","1.83"
"2022/09/09","05:42","0.716","-","1.86"
"2022/09/09","05:48","0.747","-","1.9"
"2022/09/09","05:54","0.779","-","1.95"
"2022/09/09","06:00","0.813","-","1.99"
"2022/09/09","06:06","0.847","-","2.03"
"2022/09/09","06:12","0.882","-","2.07"
"2022/09/09","06:18","0.918","-","2.11"
"2022/09/09","06:24","0.954","-","2.16"
"2022/09/09","06:30","0.992","-","2.2"
"2022/09/09","06:36","1.029","-","2.25"
"2022/09/09","06:42","1.068","-","2.3"
"2022/09/09","06:48","1.106","-","2.35"
"2022/09/09","06:54","1.145","-","2.4"
"2022/09/09","07:00","1.184","-","2.44"
"2022/09/09","07:06","1.223","-","2.49"
"2022/09/09","07:12","1.262","-","2.53"
"2022/09/09","07:18","1.301","-","2.57"
"2022/09/09","07:24","1.34","-","2.62"
"2022/09/09","07:30","1.379","-","2.64"
"2022/09/09","07:36","1.417","-","2.68"
"2022/09/09","07:42","1.456","-","2.71"
"2022/09/09","07:48","1.493","-","2.76"
"2022/09/09","07:54","1.531","-","2.81"
"2022/09/09","08:00","1.568","-","2.84"
"2022/09/09","08:06","1.604","-","2.89"
"2022/09/09","08:12","1.64","-","2.92"
"2022/09/09","08:18","1.675","-","2.94"
"2022/09/09","08:24","1.709","-","2.98"
"2022/09/09","08:30","1.742","-","3.02"
"2022/09/09","08:36","1.774","-","3.04"
"2022/09/09","08:42","1.804","-","3.08"
"2022/09/09","08:48","1.834","-","3.11"
"2022/09/09","08:54","1.862","-","3.13"
"2022/09/09","09:00","1.888","-","3.16"
"2022/09/09","09:06","1.913","-","3.21"
"2022/09/09","09:12","1.936","-","3.23"
"2022/09/09","09:18","1.957","-","3.24"
"2022/09/09","09:24","1.977","-","3.27"
"2022/09/09","09:30","1.994","-","3.28"
"2022/09/09","09:36","2.01","-","3.3"
"2022/09/09","09:42","2.024","-","3.33"
"2022/09/09","09:48","2.036","-","3.35"
"2022/09/09","09:54","2.045","-","3.36"
"2022/09/09","10:00","2.053","-","3.37"
"2022/09/09","10:06","2.059","-","3.37"
"2022/09/09","10:12","2.063","-","3.38"
"2022/09/09","10:18","2.065","-","3.38"
"2022/09/09","10:24","2.065","-","3.39"
"2022/09/09","10:30","2.063","-","3.39"
"2022/09/09","10:36","2.06","-","3.39"
"2022/09/09","10:42","2.054","-","3.38"
"2022/09/09","10:48","2.047","-","3.37"
"2022/09/09","10:54","2.039","-","3.35"
"2022/09/09","11:00","2.029","-","3.34"
"2022/09/09","11:06","2.018","-","3.33"
"2022/09/09","11:12","2.005","-","3.31"
"2022/09/09","11:18","1.991","-","3.29"
"2022/09/09","11:24","1.976","-","3.28"
"2022/09/09","11:30","1.96","-","3.25"
"2022/09/09","11:36","1.942","-","3.22"
"2022/09/09","11:42","1.924","-","3.19"
"2022/09/09","11:48","1.905","-","3.16"
"2022/09/09","11:54","1.885","-","3.13"
"2022/09/09","12:00","1.864","-","3.11"
"2022/09/09","12:06","1.842","-","3.08"
"2022/09/09","12:12","1.819","-","3.06"
"2022/09/09","12:18","1.796","-","3.04"
"2022/09/09","12:24","1.772","-","3.01"
"2022/09/09","12:30","1.747","-","2.99"
"2022/09/09","12:36","1.722","-","2.95"
"2022/09/09","12:42","1.697","-","2.94"
"2022/09/09","12:48","1.671","-","2.91"
"2022/09/09","12:54","1.644","-","2.89"
"2022/09/09","13:00","1.617","-","2.85"
"2022/09/09","13:06","1.59","-","2.83"
"2022/09/09","13:12","1.563","-","2.8"
"2022/09/09","13:18","1.535","-","2.78"
"2022/09/09","13:24","1.507","-","2.76"
"2022/09/09","13:30","1.479","-","2.73"
"2022/09/09","13:36","1.451","-","2.71"
"2022/09/09","13:42","1.423","-","2.68"
"2022/09/09","13:48","1.394","-","2.65"
"2022/09/09","13:54","1.366","-","2.63"
"2022/09/09","14:00","1.338","-","2.61"
"2022/09/09","14:06","1.309","-","2.59"
"2022/09/09","14:12","1.281","-","2.55"
"2022/09/09","14:18","1.252","-","2.53"
"2022/09/09","14:24","1.224","-","2.49"
"2022/09/09","14:30","1.195","-","2.45"
"2022/09/09","14:36","1.167","-","2.41"
"2022/09/09","14:42","1.139","-","2.4"
"2022/09/09","14:48","1.111","-","2.38"
"2022/09/09","14:54","1.083","-","2.36"
"2022/09/09","15:00","1.055","-","2.33"
"2022/09/09","15:06","1.028","-","2.3"
"2022/09/09","15:12","1.001","-","2.27"
"2022/09/09","15:18","0.974","-","2.25"
"2022/09/09","15:24","0.947","-","2.21"
"2022/09/09","15:30","0.921","-","2.19"
"2022/09/09","15:36","0.896","-","2.16"
"2022/09/09","15:42","0.871","-","2.13"
"2022/09/09","15:48","0.847","-","2.1"
"2022/09/09","15:54","0.823","-","2.07"
"2022/09/09","16:00","0.801","-","2.05"
"2022/09/09","16:06","0.779","-","2.03"
"2022/09/09","16:12","0.759","-","1.99"
"2022/09/09","16:18","0.74","-","1.98"
"2022/09/09","16:24","0.722","-","1.96"
"2022/09/09","16:30","0.706","-","1.93"
"2022/09/09","16:36","0.691","-","1.9"
"2022/09/09","16:42","0.677","-","1.89"
"2022/09/09","16:48","0.666","-","1.87"
"2022/09/09","16:54","0.656","-","1.85"
"2022/09/09","17:00","0.648","-","1.85"
"2022/09/09","17:06","0.642","-","1.81"
"2022/09/09","17:12","0.638","-","1.81"
"2022/09/09","17:18","0.636","-","1.79"
"2022/09/09","17:24","0.636","-","1.79"
"2022/09/09","17:30","0.638","-","1.77"
"2022/09/09","17:36","0.642","-","1.79"
"2022/09/09","17:42","0.648","-","1.78"
"2022/09/09","17:48","0.655","-","1.78"
"2022/09/09","17:54","0.665","-","1.77"
"2022/09/09","18:00","0.676","-","1.78"
"2022/09/09","18:06","0.689","-","1.8"
"2022/09/09","18:12","0.703","-","1.81"
"2022/09/09","18:18","0.72","-","1.83"
"2022/09/09","18:24","0.737","-","1.84"
"2022/09/09","18:30","0.756","-","1.86"
"2022/09/09","18:36","0.777","-","1.88"
"2022/09/09","18:42","0.798","-","1.91"
"2022/09/09","18:48","0.821","-","1.91"
"2022/09/09","18:54","0.844","-","1.94"
"2022/09/09","19:00","0.869","-","1.96"
"2022/09/09","19:06","0.895","-","1.98"
"2022/09/09","19:12","0.921","-","2.01"
"2022/09/09","19:18","0.948","-","2.04"
"2022/09/09","19:24","0.975","-","2.08"
"2022/09/09","19:30","1.003","-","2.1"
"2022/09/09","19:36","1.032","-","2.12"
"2022/09/09","19:42","1.061","-","2.14"
"2022/09/09","19:48","1.09","-","2.15"
"2022/09/09","19:54","1.12","-","2.19"
"2022/09/09","20:00","1.15","-","2.2"
"2022/09/09","20:06","1.179","-","2.23"
"2022/09/09","20:12","1.209","-","2.27"
"2022/09/09","20:18","1.239","-","2.28"
"2022/09/09","20:24","1.268","-","2.31"
"2022/09/09","20:30","1.297","-","2.34"
"2022/09/09","20:36","1.326","-","2.36"
"2022/09/09","20:42","1.354","-","2.38"
"2022/09/09","20:48","1.382","-","2.42"
"2022/09/09","20:54","1.408","-","2.45"
"2022/09/09","21:00","1.434","-","2.46"
"2022/09/09","21:06","1.459","-","2.5"
"2022/09/09","21:12","1.482","-","2.51"
"2022/09/09","21:18","1.505","-","2.54"
"2022/09/09","21:24","1.526","-","2.55"
"2022/09/09","21:30","1.545","-","2.57"
"2022/09/09","21:36","1.563","-","2.6"
"2022/09/09","21:42","1.58","-","2.61"
"2022/09/09","21:48","1.595","-","2.63"
"2022/09/09","21:54","1.608","-","2.65"
"2022/09/09","22:00","1.619","-","2.65"
"2022/09/09","22:06","1.628","-","2.67"
"2022/09/09","22:12","1.635","-","2.66"
"2022/09/09","22:18","1.641","-","2.67"
"2022/09/09","22:24","1.645","-","2.68"
"2022/09/09","22:30","1.646","-","2.68"
"2022/09/09","22:36","1.646","-","2.66"
"2022/09/09","22:42","1.644","-","2.66"
"2022/09/09","22:48","1.641","-","2.63"
"2022/09/09","22:54","1.635","-","2.63"
"2022/09/09","23:00","1.628","-","2.63"
"2022/09/09","23:06","1.619","-","2.64"
"2022/09/09","23:12","1.609","-","2.63"
"2022/09/09","23:18","1.597","-","2.62"
"2022/09/09","23:24","1.583","-","2.59"
"2022/09/09","23:30","1.569","-","2.56"
"2022/09/09","23:36","1.553","-","2.55"
"2022/09/09","23:42","1.535","-","2.52"
"2022/09/09","23:48","1.517","-","2.51"
"2022/09/09","23:54","1.498","-","2.49"
"2022/09/10","00:00","1.477","-","2.46"
"2022/09/10","00:06","1.456","-","2.44"
"2022/09/10","00:12","1.434","-","2.4"
"2022/09/10","00:18","1.411","-","2.38"
"2022/09/10","00:24","1.387","-","2.37"
"2022/09/10","00:30","1.362","-","2.34"
"2022/09/10","00:36","1.337","-","2.32"
"2022/09/10","00:42","1.312","-","2.31"
"2022/09/10","00:48","1.286","-","2.29"
"2022/09/10","00:54","1.259","-","2.28"
"2022/09/10","01:00","1.232","-","2.27"
"2022/09/10","01:06","1.205","-","2.24"
"2022/09/10","01:12","1.178","-","2.22"
"2022/09/10","01:18","1.15","-","2.2"
"2022/09/10","01:24","1.123","-","2.19"
"2022/09/10","01:30","1.095","-","2.18"
"2022/09/10","01:36","1.068","-","2.16"
"2022/09/10","01:42","1.041","-","2.15"
"2022/09/10","01:48","1.014","-","2.13"
"2022/09/10","01:54","0.987","-","2.11"
"2022/09/10","02:00","0.96","-","2.1"
"2022/09/10","02:06","0.934","-","2.08"
"2022/09/10","02:12","0.908","-","2.06"
"2022/09/10","02:18","0.883","-","2.05"
"2022/09/10","02:24","0.858","-","2.02"
"2022/09/10","02:30","0.833","-","1.99"
"2022/09/10","02:36","0.809","-","1.96"
"2022/09/10","02:42","0.786","-","1.92"
"2022/09/10","02:48","0.763","-","1.91"
"2022/09/10","02:54","0.741","-","1.89"
"2022/09/10","03:00","0.719","-","1.87"
"2022/09/10","03:06","0.698","-","1.84"
"2022/09/10","03:12","0.678","-","1.83"
"2022/09/10","03:18","0.658","-","1.81"
"2022/09/10","03:24","0.639","-","1.8"
"2022/09/10","03:30","0.621","-","1.79"
"2022/09/10","03:36","0.603","-","1.79"
"2022/09/10","03:42","0.586","-","1.77"
"2022/09/10","03:48","0.57","-","1.78"
"2022/09/10","03:54","0.555","-","1.74"
"2022/09/10","04:00","0.54","-","1.76"
"2022/09/10","04:06","0.527","-","1.75"
"2022/09/10","04:12","0.514","-","1.74"
"2022/09/10","04:18","0.503","-","1.74"
"2022/09/10","04:24","0.492","-","1.75"
"2022/09/10","04:30","0.483","-","1.74"
"2022/09/10","04:36","0.476","-","1.74"
"2022/09/10","04:42","0.469","-","1.73"
"2022/09/10","04:48","0.464","-","1.73"
"2022/09/10","04:54","0.461","-","1.74"
"2022/09/10","05:00","0.459","-","1.76"
"2022/09/10","05:06","0.459","-","1.76"
"2022/09/10","05:12","0.461","-","1.76"
"2022/09/10","05:18","0.465","-","1.76"
"2022/09/10","05:24","0.47","-","1.76"
"2022/09/10","05:30","0.478","-","1.76"
"2022/09/10","05:36","0.487","-","1.78"
"2022/09/10","05:42","0.499","-","1.79"
"2022/09/10","05:48","0.512","-","1.82"
"2022/09/10","05:54","0.528","-","1.84"
"2022/09/10","06:00","0.545","-","1.87"
"2022/09/10","06:06","0.564","-","1.89"
"2022/09/10","06:12","0.585","-","1.91"
"2022/09/10","06:18","0.608","-","1.94"
"2022/09/10","06:24","0.633","-","1.96"
"2022/09/10","06:30","0.659","-","1.99"
"2022/09/10","06:36","0.687","-","2.02"
"2022/09/10","06:42","0.716","-","2.04"
"2022/09/10","06:48","0.746","-","2.08"
"2022/09/10","06:54","0.778","-","2.11"
"2022/09/10","07:00","0.811","-","2.13"
"2022/09/10","07:06","0.845","-","2.17"
"2022/09/10","07:12","0.88","-","2.21"
"2022/09/10","07:18","0.916","-","2.25"
"2022/09/10","07:24","0.953","-","2.3"
"2022/09/10","07:30","0.99","-","2.35"
"2022/09/10","07:36","1.028","-","2.39"
"2022/09/10","07:42","1.066","-","2.43"
"2022/09/10","07:48","1.104","-","2.47"
"2022/09/10","07:54","1.143","-","2.49"
"2022/09/10","08:00","1.182","-","2.53"
"2022/09/10","08:06","1.222","-","2.56"
"2022/09/10","08:12","1.261","-","2.59"
"2022/09/10","08:18","1.3","-","2.64"
"2022/09/10","08:24","1.339","-","2.66"
"2022/09/10","08:30","1.378","-","2.7"
"2022/09/10","08:36","1.416","-","2.72"
"2022/09/10","08:42","1.454","-","2.75"
"2022/09/10","08:48","1.492","-","2.8"
"2022/09/10","08:54","1.529","-","2.83"
"2022/09/10","09:00","1.565","-","2.86"
"2022/09/10","09:06","1.6","-","2.89"
"2022/09/10","09:12","1.635","-","2.92"
"2022/09/10","09:18","1.668","-","2.97"
"2022/09/10","09:24","1.701","-","3.01"
"2022/09/10","09:30","1.732","-","3.04"
"2022/09/10","09:36","1.761","-","3.06"
"2022/09/10","09:42","1.79","-","3.1"
"2022/09/10","09:48","1.817","-","3.13"
"2022/09/10","09:54","1.842","-","3.15"
"2022/09/10","10:00","1.865","-","3.17"
"2022/09/10","10:06","1.887","-","3.18"
"2022/09/10","10:12","1.907","-","3.21"
"2022/09/10","10:18","1.925","-","3.22"
"2022/09/10","10:24","1.941","-","3.24"
"2022/09/10","10:30","1.955","-","3.25"
"2022/09/10","10:36","1.967","-","3.26"
"2022/09/10","10:42","1.977","-","3.26"
"2022/09/10","10:48","1.986","-","3.27"
"2022/09/10","10:54","1.992","-","3.27"
"2022/09/10","11:00","1.996","-","3.26"
"2022/09/10","11:06","1.998","-","3.27"
"2022/09/10","11:12","1.999","-","3.26"
"2022/09/10","11:18","1.997","-","3.25"
"2022/09/10","11:24","1.994","-","3.24"
"2022/09/10","11:30","1.989","-","3.22"
"2022/09/10","11:36","1.982","-","3.22"
"2022/09/10","11:42","1.974","-","3.2"
"2022/09/10","11:48","1.964","-","3.18"
"2022/09/10","11:54","1.952","-","3.18"
"2022/09/10","12:00","1.939","-","3.17"
"2022/09/10","12:06","1.925","-","3.16"
"2022/09/10","12:12","1.909","-","3.14"
"2022/09/10","12:18","1.892","-","3.1"
"2022/09/10","12:24","1.874","-","3.06"
"2022/09/10","12:30","1.854","-","3.03"
"2022/09/10","12:36","1.834","-","3.01"
"2022/09/10","12:42","1.812","-","2.99"
"2022/09/10","12:48","1.789","-","2.97"
"2022/09/10","12:54","1.766","-","2.94"
"2022/09/10","13:00","1.742","-","2.9"
"2022/09/10","13:06","1.716","-","2.86"
"2022/09/10","13:12","1.69","-","2.82"
"2022/09/10","13:18","1.664","-","2.81"
"2022/09/10","13:24","1.637","-","2.77"
"2022/09/10","13:30","1.609","-","2.76"
"2022/09/10","13:36","1.581","-","2.72"
"2022/09/10","13:42","1.552","-","2.68"
"2022/09/10","13:48","1.523","-","2.64"
"2022/09/10","13:54","1.494","-","2.61"
"2022/09/10","14:00","1.464","-","2.57"
"2022/09/10","14:06","1.435","-","2.54"
"2022/09/10","14:12","1.405","-","2.52"
"2022/09/10","14:18","1.375","-","2.51"
"2022/09/10","14:24","1.346","-","2.47"
"2022/09/10","14:30","1.316","-","2.43"
"2022/09/10","14:36","1.286","-","2.41"
"2022/09/10","14:42","1.257","-","2.37"
"2022/09/10","14:48","1.228","-","2.34"
"2022/09/10","14:54","1.199","-","2.32"
"2022/09/10","15:00","1.17","-","2.29"
"2022/09/10","15:06","1.142","-","2.26"
"2022/09/10","15:12","1.114","-","2.22"
"2022/09/10","15:18","1.086","-","2.2"
"2022/09/10","15:24","1.058","-","2.17"
"2022/09/10","15:30","1.031","-","2.16"
"2022/09/10","15:36","1.004","-","2.12"
"2022/09/10","15:42","0.978","-","2.09"
"2022/09/10","15:48","0.951","-","2.08"
"2022/09/10","15:54","0.925","-","2.03"
"2022/09/10","16:00","0.9","-","2"
"2022/09/10","16:06","0.875","-","1.99"
"2022/09/10","16:12","0.85","-","1.96"
"2022/09/10","16:18","0.826","-","1.94"
"2022/09/10","16:24","0.803","-","1.91"
"2022/09/10","16:30","0.78","-","1.89"
"2022/09/10","16:36","0.758","-","1.85"
"2022/09/10","16:42","0.737","-","1.82"
"2022/09/10","16:48","0.716","-","1.8"
"2022/09/10","16:54","0.697","-","1.78"
"2022/09/10","17:00","0.678","-","1.77"
"2022/09/10","17:06","0.661","-","1.73"
"2022/09/10","17:12","0.645","-","1.72"
"2022/09/10","17:18","0.631","-","1.69"
"2022/09/10","17:24","0.618","-","1.67"
"2022/09/10","17:30","0.607","-","1.65"
"2022/09/10","17:36","0.597","-","1.64"
"2022/09/10","17:42","0.589","-","1.62"
"2022/09/10","17:48","0.583","-","1.6"
"2022/09/10","17:54","0.579","-","1.59"
"2022/09/10","18:00","0.578","-","1.59"
"2022/09/10","18:06","0.578","-","1.58"
"2022/09/10","18:12","0.58","-","1.57"
"2022/09/10","18:18","0.584","-","1.56"
"2022/09/10","18:24","0.59","-","1.56"
"2022/09/10","18:30","0.599","-","1.57"
"2022/09/10","18:36","0.609","-","1.58"
"2022/09/10","18:42","0.622","-","1.58"
"2022/09/10","18:48","0.636","-","1.59"
"2022/09/10","18:54","0.653","-","1.6"
"2022/09/10","19:00","0.671","-","1.62"
"2022/09/10","19:06","0.691","-","1.63"
"2022/09/10","19:12","0.712","-","1.65"
"2022/09/10","19:18","0.735","-","1.68"
"2022/09/10","19:24","0.76","-","1.71"
"2022/09/10","19:30","0.785","-","1.73"
"2022/09/10","19:36","0.812","-","1.75"
"2022/09/10","19:42","0.841","-","1.79"
"2022/09/10","19:48","0.87","-","1.81"
"2022/09/10","19:54","0.9","-","1.84"
"2022/09/10","20:00","0.931","-","1.88"
"2022/09/10","20:06","0.963","-","1.91"
"2022/09/10","20:12","0.995","-","1.95"
"2022/09/10","20:18","1.028","-","1.98"
"2022/09/10","20:24","1.061","-","2.01"
"2022/09/10","20:30","1.095","-","2.05"
"2022/09/10","20:36","1.128","-","2.09"
"2022/09/10","20:42","1.162","-","2.12"
"2022/09/10","20:48","1.196","-","2.15"
"2022/09/10","20:54","1.23","-","2.18"
"2022/09/10","21:00","1.264","-","2.21"
"2022/09/10","21:06","1.298","-","2.24"
"2022/09/10","21:12","1.331","-","2.28"
"2022/09/10","21:18","1.364","-","2.3"
"2022/09/10","21:24","1.396","-","2.33"
"2022/09/10","21:30","1.428","-","2.36"
"2022/09/10","21:36","1.459","-","2.38"
"2022/09/10","21:42","1.489","-","2.4"
"2022/09/10","21:48","1.518","-","2.43"
"2022/09/10","21:54","1.546","-","2.45"
"2022/09/10","22:00","1.573","-","2.48"
"2022/09/10","22:06","1.599","-","2.5"
"2022/09/10","22:12","1.623","-","2.54"
"2022/09/10","22:18","1.645","-","2.55"
"2022/09/10","22:24","1.667","-","2.57"
"2022/09/10","22:30","1.686","-","2.59"
"2022/09/10","22:36","1.704","-","2.6"
"2022/09/10","22:42","1.72","-","2.62"
"2022/09/10","22:48","1.734","-","2.63"
"2022/09/10","22:54","1.746","-","2.63"
"2022/09/10","23:00","1.757","-","2.64"
"2022/09/10","23:06","1.765","-","2.66"
"2022/09/10","23:12","1.771","-","2.66"
"2022/09/10","23:18","1.776","-","2.66"
"2022/09/10","23:24","1.778","-","2.66"
"2022/09/10","23:30","1.779","-","2.65"
"2022/09/10","23:36","1.778","-","2.64"
"2022/09/10","23:42","1.774","-","2.62"
"2022/09/10","23:48","1.769","-","2.62"
"2022/09/10","23:54","1.763","-","2.6"
"2022/09/11","00:00","1.754","-","2.59"
"2022/09/11","00:06","1.744","-","2.57"
"2022/09/11","00:12","1.732","-","2.58"
"2022/09/11","00:18","1.718","-","2.56"
"2022/09/11","00:24","1.704","-","2.53"
"2022/09/11","00:30","1.687","-","2.49"
"2022/09/11","00:36","1.669","-","2.47"
"2022/09/11","00:42","1.65","-","2.46"
"2022/09/11","00:48","1.63","-","2.46"
"2022/09/11","00:54","1.608","-","2.45"
"2022/09/11","01:00","1.586","-","2.42"
"2022/09/11","01:06","1.562","-","2.4"
"2022/09/11","01:12","1.538","-","2.36"
"2022/09/11","01:18","1.512","-","2.34"
"2022/09/11","01:24","1.486","-","2.3"
"2022/09/11","01:30","1.459","-","2.27"
"2022/09/11","01:36","1.431","-","2.24"
"2022/09/11","01:42","1.403","-","2.22"
"2022/09/11","01:48","1.375","-","2.18"
"2022/09/11","01:54","1.346","-","2.15"
"2022/09/11","02:00","1.317","-","2.11"
"2022/09/11","02:06","1.287","-","2.08"
"2022/09/11","02:12","1.258","-","2.06"
"2022/09/11","02:18","1.228","-","2.03"
"2022/09/11","02:24","1.199","-","2"
"2022/09/11","02:30","1.169","-","1.98"
"2022/09/11","02:36","1.14","-","1.96"
