"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/27","19:06","0.49","-","0.45"
"2022/09/27","19:12","0.499","-","0.45"
"2022/09/27","19:18","0.51","-","0.46"
"2022/09/27","19:24","0.523","-","0.46"
"2022/09/27","19:30","0.538","-","0.48"
"2022/09/27","19:36","0.555","-","0.5"
"2022/09/27","19:42","0.574","-","0.52"
"2022/09/27","19:48","0.595","-","0.54"
"2022/09/27","19:54","0.618","-","0.54"
"2022/09/27","20:00","0.642","-","0.56"
"2022/09/27","20:06","0.669","-","0.59"
"2022/09/27","20:12","0.697","-","0.62"
"2022/09/27","20:18","0.727","-","0.66"
"2022/09/27","20:24","0.759","-","0.69"
"2022/09/27","20:30","0.792","-","0.71"
"2022/09/27","20:36","0.826","-","0.75"
"2022/09/27","20:42","0.861","-","0.78"
"2022/09/27","20:48","0.898","-","0.82"
"2022/09/27","20:54","0.935","-","0.86"
"2022/09/27","21:00","0.973","-","0.91"
"2022/09/27","21:06","1.011","-","0.95"
"2022/09/27","21:12","1.05","-","0.99"
"2022/09/27","21:18","1.09","-","1.03"
"2022/09/27","21:24","1.129","-","1.05"
"2022/09/27","21:30","1.168","-","1.09"
"2022/09/27","21:36","1.207","-","1.13"
"2022/09/27","21:42","1.246","-","1.16"
"2022/09/27","21:48","1.284","-","1.18"
"2022/09/27","21:54","1.322","-","1.21"
"2022/09/27","22:00","1.359","-","1.27"
"2022/09/27","22:06","1.396","-","1.31"
"2022/09/27","22:12","1.431","-","1.36"
"2022/09/27","22:18","1.466","-","1.39"
"2022/09/27","22:24","1.5","-","1.43"
"2022/09/27","22:30","1.533","-","1.46"
"2022/09/27","22:36","1.565","-","1.49"
"2022/09/27","22:42","1.596","-","1.53"
"2022/09/27","22:48","1.626","-","1.57"
"2022/09/27","22:54","1.655","-","1.6"
"2022/09/27","23:00","1.682","-","1.62"
"2022/09/27","23:06","1.709","-","1.63"
"2022/09/27","23:12","1.734","-","1.67"
"2022/09/27","23:18","1.758","-","1.69"
"2022/09/27","23:24","1.78","-","1.7"
"2022/09/27","23:30","1.802","-","1.74"
"2022/09/27","23:36","1.821","-","1.74"
"2022/09/27","23:42","1.84","-","1.76"
"2022/09/27","23:48","1.856","-","1.78"
"2022/09/27","23:54","1.871","-","1.78"
"2022/09/28","00:00","1.885","-","1.79"
"2022/09/28","00:06","1.897","-","1.82"
"2022/09/28","00:12","1.907","-","1.81"
"2022/09/28","00:18","1.915","-","1.84"
"2022/09/28","00:24","1.922","-","1.84"
"2022/09/28","00:30","1.926","-","1.84"
"2022/09/28","00:36","1.929","-","1.86"
"2022/09/28","00:42","1.93","-","1.84"
"2022/09/28","00:48","1.929","-","1.85"
"2022/09/28","00:54","1.926","-","1.85"
"2022/09/28","01:00","1.921","-","1.83"
"2022/09/28","01:06","1.915","-","1.84"
"2022/09/28","01:12","1.907","-","1.85"
"2022/09/28","01:18","1.896","-","1.82"
"2022/09/28","01:24","1.885","-","1.81"
"2022/09/28","01:30","1.871","-","1.79"
"2022/09/28","01:36","1.856","-","1.75"
"2022/09/28","01:42","1.84","-","1.72"
"2022/09/28","01:48","1.822","-","1.7"
"2022/09/28","01:54","1.803","-","1.66"
"2022/09/28","02:00","1.783","-","1.63"
"2022/09/28","02:06","1.761","-","1.62"
"2022/09/28","02:12","1.739","-","1.6"
"2022/09/28","02:18","1.715","-","1.58"
"2022/09/28","02:24","1.691","-","1.56"
"2022/09/28","02:30","1.666","-","1.53"
"2022/09/28","02:36","1.641","-","1.51"
"2022/09/28","02:42","1.615","-","1.5"
"2022/09/28","02:48","1.588","-","1.47"
"2022/09/28","02:54","1.561","-","1.45"
"2022/09/28","03:00","1.534","-","1.41"
"2022/09/28","03:06","1.506","-","1.37"
"2022/09/28","03:12","1.479","-","1.34"
"2022/09/28","03:18","1.451","-","1.31"
"2022/09/28","03:24","1.424","-","1.27"
"2022/09/28","03:30","1.396","-","1.23"
"2022/09/28","03:36","1.369","-","1.19"
"2022/09/28","03:42","1.341","-","1.15"
"2022/09/28","03:48","1.314","-","1.11"
"2022/09/28","03:54","1.288","-","1.08"
"2022/09/28","04:00","1.261","-","1.04"
"2022/09/28","04:06","1.235","-","1"
"2022/09/28","04:12","1.21","-","0.97"
"2022/09/28","04:18","1.184","-","0.93"
"2022/09/28","04:24","1.16","-","0.9"
"2022/09/28","04:30","1.136","-","0.85"
"2022/09/28","04:36","1.112","-","0.83"
"2022/09/28","04:42","1.089","-","0.79"
"2022/09/28","04:48","1.067","-","0.77"
"2022/09/28","04:54","1.045","-","0.77"
"2022/09/28","05:00","1.023","-","0.76"
"2022/09/28","05:06","1.003","-","0.78"
"2022/09/28","05:12","0.982","-","0.78"
"2022/09/28","05:18","0.963","-","0.77"
"2022/09/28","05:24","0.944","-","0.77"
"2022/09/28","05:30","0.925","-","0.74"
"2022/09/28","05:36","0.908","-","0.73"
"2022/09/28","05:42","0.89","-","0.73"
"2022/09/28","05:48","0.874","-","0.7"
"2022/09/28","05:54","0.857","-","0.71"
"2022/09/28","06:00","0.842","-","0.71"
"2022/09/28","06:06","0.827","-","0.69"
"2022/09/28","06:12","0.813","-","0.68"
"2022/09/28","06:18","0.799","-","0.66"
"2022/09/28","06:24","0.786","-","0.63"
"2022/09/28","06:30","0.773","-","0.61"
"2022/09/28","06:36","0.762","-","0.6"
"2022/09/28","06:42","0.751","-","0.59"
"2022/09/28","06:48","0.741","-","0.57"
"2022/09/28","06:54","0.732","-","0.56"
"2022/09/28","07:00","0.724","-","0.54"
"2022/09/28","07:06","0.718","-","0.52"
"2022/09/28","07:12","0.712","-","0.51"
"2022/09/28","07:18","0.708","-","0.49"
"2022/09/28","07:24","0.705","-","0.47"
"2022/09/28","07:30","0.703","-","0.46"
"2022/09/28","07:36","0.703","-","0.46"
"2022/09/28","07:42","0.705","-","0.47"
"2022/09/28","07:48","0.708","-","0.48"
"2022/09/28","07:54","0.713","-","0.48"
"2022/09/28","08:00","0.72","-","0.49"
"2022/09/28","08:06","0.728","-","0.5"
"2022/09/28","08:12","0.738","-","0.52"
"2022/09/28","08:18","0.75","-","0.54"
"2022/09/28","08:24","0.763","-","0.56"
"2022/09/28","08:30","0.778","-","0.59"
"2022/09/28","08:36","0.795","-","0.61"
"2022/09/28","08:42","0.813","-","0.64"
"2022/09/28","08:48","0.833","-","0.66"
"2022/09/28","08:54","0.853","-","0.68"
"2022/09/28","09:00","0.875","-","0.72"
"2022/09/28","09:06","0.898","-","0.74"
"2022/09/28","09:12","0.923","-","0.78"
"2022/09/28","09:18","0.947","-","0.8"
"2022/09/28","09:24","0.973","-","0.82"
"2022/09/28","09:30","0.999","-","0.84"
"2022/09/28","09:36","1.025","-","0.86"
"2022/09/28","09:42","1.052","-","0.91"
"2022/09/28","09:48","1.079","-","0.92"
"2022/09/28","09:54","1.106","-","0.94"
"2022/09/28","10:00","1.132","-","0.96"
"2022/09/28","10:06","1.159","-","0.96"
"2022/09/28","10:12","1.185","-","0.98"
"2022/09/28","10:18","1.211","-","1"
"2022/09/28","10:24","1.236","-","1.03"
"2022/09/28","10:30","1.261","-","1.03"
"2022/09/28","10:36","1.285","-","1.03"
"2022/09/28","10:42","1.309","-","1.05"
"2022/09/28","10:48","1.332","-","1.05"
"2022/09/28","10:54","1.354","-","1.06"
"2022/09/28","11:00","1.375","-","1.07"
"2022/09/28","11:06","1.395","-","1.08"
"2022/09/28","11:12","1.415","-","1.1"
"2022/09/28","11:18","1.433","-","1.11"
"2022/09/28","11:24","1.451","-","1.13"
"2022/09/28","11:30","1.468","-","1.14"
"2022/09/28","11:36","1.483","-","1.15"
"2022/09/28","11:42","1.498","-","1.17"
"2022/09/28","11:48","1.511","-","1.18"
"2022/09/28","11:54","1.523","-","1.19"
"2022/09/28","12:00","1.534","-","1.2"
"2022/09/28","12:06","1.544","-","1.2"
"2022/09/28","12:12","1.552","-","1.22"
"2022/09/28","12:18","1.559","-","1.21"
"2022/09/28","12:24","1.564","-","1.22"
"2022/09/28","12:30","1.568","-","1.23"
"2022/09/28","12:36","1.57","-","1.23"
"2022/09/28","12:42","1.571","-","1.23"
"2022/09/28","12:48","1.57","-","1.22"
"2022/09/28","12:54","1.567","-","1.22"
"2022/09/28","13:00","1.563","-","1.19"
"2022/09/28","13:06","1.557","-","1.19"
"2022/09/28","13:12","1.549","-","1.17"
"2022/09/28","13:18","1.54","-","1.16"
"2022/09/28","13:24","1.528","-","1.15"
"2022/09/28","13:30","1.516","-","1.13"
"2022/09/28","13:36","1.501","-","1.12"
"2022/09/28","13:42","1.486","-","1.08"
"2022/09/28","13:48","1.468","-","1.06"
"2022/09/28","13:54","1.449","-","1.02"
"2022/09/28","14:00","1.429","-","1"
"2022/09/28","14:06","1.408","-","0.99"
"2022/09/28","14:12","1.386","-","0.98"
"2022/09/28","14:18","1.362","-","0.96"
"2022/09/28","14:24","1.338","-","0.93"
"2022/09/28","14:30","1.312","-","0.91"
"2022/09/28","14:36","1.286","-","0.9"
"2022/09/28","14:42","1.26","-","0.85"
"2022/09/28","14:48","1.232","-","0.86"
"2022/09/28","14:54","1.204","-","0.85"
"2022/09/28","15:00","1.176","-","0.81"
"2022/09/28","15:06","1.148","-","0.81"
"2022/09/28","15:12","1.119","-","0.78"
"2022/09/28","15:18","1.091","-","0.74"
"2022/09/28","15:24","1.062","-","0.74"
"2022/09/28","15:30","1.033","-","0.72"
"2022/09/28","15:36","1.005","-","0.7"
"2022/09/28","15:42","0.976","-","0.7"
"2022/09/28","15:48","0.948","-","0.67"
"2022/09/28","15:54","0.92","-","0.65"
"2022/09/28","16:00","0.893","-","0.62"
"2022/09/28","16:06","0.866","-","0.59"
"2022/09/28","16:12","0.839","-","0.57"
"2022/09/28","16:18","0.813","-","0.55"
"2022/09/28","16:24","0.788","-","0.54"
"2022/09/28","16:30","0.763","-","0.53"
"2022/09/28","16:36","0.739","-","0.52"
"2022/09/28","16:42","0.715","-","0.49"
"2022/09/28","16:48","0.692","-","0.46"
"2022/09/28","16:54","0.67","-","0.46"
"2022/09/28","17:00","0.649","-","0.43"
"2022/09/28","17:06","0.629","-","0.43"
"2022/09/28","17:12","0.61","-","0.41"
"2022/09/28","17:18","0.591","-","0.38"
"2022/09/28","17:24","0.574","-","0.37"
"2022/09/28","17:30","0.557","-","0.34"
"2022/09/28","17:36","0.541","-","0.33"
"2022/09/28","17:42","0.527","-","0.33"
"2022/09/28","17:48","0.513","-","0.31"
"2022/09/28","17:54","0.5","-","0.3"
"2022/09/28","18:00","0.489","-","0.28"
"2022/09/28","18:06","0.478","-","0.27"
"2022/09/28","18:12","0.468","-","0.27"
"2022/09/28","18:18","0.459","-","0.26"
"2022/09/28","18:24","0.452","-","0.25"
"2022/09/28","18:30","0.445","-","0.25"
"2022/09/28","18:36","0.439","-","0.24"
"2022/09/28","18:42","0.435","-","0.22"
"2022/09/28","18:48","0.432","-","0.22"
"2022/09/28","18:54","0.429","-","0.22"
"2022/09/28","19:00","0.428","-","0.22"
"2022/09/28","19:06","0.429","-","0.23"
"2022/09/28","19:12","0.43","-","0.22"
"2022/09/28","19:18","0.433","-","0.22"
"2022/09/28","19:24","0.437","-","0.22"
"2022/09/28","19:30","0.443","-","0.21"
"2022/09/28","19:36","0.451","-","0.24"
"2022/09/28","19:42","0.46","-","0.24"
"2022/09/28","19:48","0.47","-","0.24"
"2022/09/28","19:54","0.483","-","0.27"
"2022/09/28","20:00","0.497","-","0.29"
"2022/09/28","20:06","0.513","-","0.31"
"2022/09/28","20:12","0.531","-","0.33"
"2022/09/28","20:18","0.55","-","0.37"
"2022/09/28","20:24","0.572","-","0.39"
"2022/09/28","20:30","0.595","-","0.42"
"2022/09/28","20:36","0.62","-","0.44"
"2022/09/28","20:42","0.647","-","0.47"
"2022/09/28","20:48","0.676","-","0.51"
"2022/09/28","20:54","0.707","-","0.55"
"2022/09/28","21:00","0.739","-","0.57"
"2022/09/28","21:06","0.773","-","0.61"
"2022/09/28","21:12","0.808","-","0.64"
"2022/09/28","21:18","0.844","-","0.67"
"2022/09/28","21:24","0.882","-","0.71"
"2022/09/28","21:30","0.92","-","0.75"
"2022/09/28","21:36","0.96","-","0.77"
"2022/09/28","21:42","1","-","0.81"
"2022/09/28","21:48","1.041","-","0.84"
"2022/09/28","21:54","1.082","-","0.87"
"2022/09/28","22:00","1.123","-","0.9"
"2022/09/28","22:06","1.165","-","0.93"
"2022/09/28","22:12","1.207","-","0.96"
"2022/09/28","22:18","1.248","-","0.99"
"2022/09/28","22:24","1.289","-","1.02"
"2022/09/28","22:30","1.33","-","1.04"
"2022/09/28","22:36","1.37","-","1.09"
"2022/09/28","22:42","1.41","-","1.12"
"2022/09/28","22:48","1.449","-","1.16"
"2022/09/28","22:54","1.487","-","1.18"
"2022/09/28","23:00","1.524","-","1.2"
"2022/09/28","23:06","1.56","-","1.24"
"2022/09/28","23:12","1.595","-","1.26"
"2022/09/28","23:18","1.63","-","1.3"
"2022/09/28","23:24","1.662","-","1.33"
"2022/09/28","23:30","1.694","-","1.36"
"2022/09/28","23:36","1.725","-","1.38"
"2022/09/28","23:42","1.754","-","1.4"
"2022/09/28","23:48","1.782","-","1.43"
"2022/09/28","23:54","1.808","-","1.46"
"2022/09/29","00:00","1.834","-","1.5"
"2022/09/29","00:06","1.857","-","1.52"
"2022/09/29","00:12","1.879","-","1.53"
"2022/09/29","00:18","1.9","-","1.55"
"2022/09/29","00:24","1.919","-","1.57"
"2022/09/29","00:30","1.936","-","1.59"
"2022/09/29","00:36","1.951","-","1.61"
"2022/09/29","00:42","1.965","-","1.61"
"2022/09/29","00:48","1.977","-","1.61"
"2022/09/29","00:54","1.987","-","1.62"
"2022/09/29","01:00","1.995","-","1.63"
"2022/09/29","01:06","2.001","-","1.63"
"2022/09/29","01:12","2.005","-","1.63"
"2022/09/29","01:18","2.008","-","1.63"
"2022/09/29","01:24","2.008","-","1.62"
"2022/09/29","01:30","2.007","-","1.62"
"2022/09/29","01:36","2.003","-","1.61"
"2022/09/29","01:42","1.998","-","1.6"
"2022/09/29","01:48","1.99","-","1.59"
"2022/09/29","01:54","1.981","-","1.57"
"2022/09/29","02:00","1.971","-","1.55"
"2022/09/29","02:06","1.958","-","1.52"
"2022/09/29","02:12","1.944","-","1.51"
"2022/09/29","02:18","1.929","-","1.48"
"2022/09/29","02:24","1.912","-","1.46"
"2022/09/29","02:30","1.893","-","1.43"
"2022/09/29","02:36","1.874","-","1.41"
"2022/09/29","02:42","1.853","-","1.37"
"2022/09/29","02:48","1.832","-","1.36"
"2022/09/29","02:54","1.809","-","1.34"
"2022/09/29","03:00","1.786","-","1.31"
"2022/09/29","03:06","1.761","-","1.28"
"2022/09/29","03:12","1.737","-","1.26"
"2022/09/29","03:18","1.711","-","1.22"
"2022/09/29","03:24","1.686","-","1.2"
"2022/09/29","03:30","1.659","-","1.18"
"2022/09/29","03:36","1.633","-","1.14"
"2022/09/29","03:42","1.606","-","1.14"
"2022/09/29","03:48","1.579","-","1.12"
"2022/09/29","03:54","1.552","-","1.08"
"2022/09/29","04:00","1.525","-","1.07"
"2022/09/29","04:06","1.498","-","1.04"
"2022/09/29","04:12","1.471","-","1.02"
"2022/09/29","04:18","1.444","-","0.97"
"2022/09/29","04:24","1.417","-","0.94"
"2022/09/29","04:30","1.39","-","0.92"
"2022/09/29","04:36","1.364","-","0.87"
"2022/09/29","04:42","1.338","-","0.84"
"2022/09/29","04:48","1.311","-","0.82"
"2022/09/29","04:54","1.286","-","0.79"
"2022/09/29","05:00","1.26","-","0.77"
"2022/09/29","05:06","1.235","-","0.75"
"2022/09/29","05:12","1.21","-","0.73"
"2022/09/29","05:18","1.186","-","0.7"
"2022/09/29","05:24","1.162","-","0.66"
"2022/09/29","05:30","1.139","-","0.61"
"2022/09/29","05:36","1.116","-","0.57"
"2022/09/29","05:42","1.093","-","0.56"
"2022/09/29","05:48","1.071","-","0.51"
"2022/09/29","05:54","1.05","-","0.47"
"2022/09/29","06:00","1.029","-","0.43"
"2022/09/29","06:06","1.009","-","0.41"
"2022/09/29","06:12","0.989","-","0.36"
"2022/09/29","06:18","0.97","-","0.34"
"2022/09/29","06:24","0.951","-","0.3"
"2022/09/29","06:30","0.933","-","0.28"
"2022/09/29","06:36","0.916","-","0.25"
"2022/09/29","06:42","0.899","-","0.24"
"2022/09/29","06:48","0.882","-","0.21"
"2022/09/29","06:54","0.867","-","0.2"
"2022/09/29","07:00","0.852","-","0.16"
"2022/09/29","07:06","0.837","-","0.13"
"2022/09/29","07:12","0.824","-","0.12"
"2022/09/29","07:18","0.811","-","0.1"
"2022/09/29","07:24","0.798","-","0.09"
"2022/09/29","07:30","0.787","-","0.08"
"2022/09/29","07:36","0.776","-","0.06"
"2022/09/29","07:42","0.767","-","0.03"
"2022/09/29","07:48","0.758","-","0.01"
"2022/09/29","07:54","0.751","-","-0.02"
"2022/09/29","08:00","0.744","-","-0.05"
"2022/09/29","08:06","0.739","-","-0.08"
"2022/09/29","08:12","0.735","-","-0.08"
"2022/09/29","08:18","0.732","-","-0.11"
"2022/09/29","08:24","0.731","-","-0.13"
"2022/09/29","08:30","0.731","-","-0.16"
"2022/09/29","08:36","0.732","-","-0.18"
"2022/09/29","08:42","0.735","-","-0.17"
"2022/09/29","08:48","0.74","-","-0.19"
"2022/09/29","08:54","0.746","-","-0.19"
"2022/09/29","09:00","0.754","-","-0.2"
"2022/09/29","09:06","0.764","-","-0.21"
"2022/09/29","09:12","0.775","-","-0.21"
"2022/09/29","09:18","0.787","-","-0.21"
"2022/09/29","09:24","0.801","-","-0.18"
"2022/09/29","09:30","0.817","-","-0.18"
"2022/09/29","09:36","0.834","-","-0.18"
"2022/09/29","09:42","0.852","-","-0.16"
"2022/09/29","09:48","0.871","-","-0.15"
"2022/09/29","09:54","0.891","-","-0.13"
"2022/09/29","10:00","0.912","-","-0.11"
"2022/09/29","10:06","0.934","-","-0.1"
"2022/09/29","10:12","0.957","-","-0.08"
"2022/09/29","10:18","0.981","-","-0.06"
"2022/09/29","10:24","1.004","-","-0.06"
"2022/09/29","10:30","1.029","-","-0.04"
"2022/09/29","10:36","1.053","-","-0.02"
"2022/09/29","10:42","1.077","-","-0.01"
"2022/09/29","10:48","1.102","-","0"
"2022/09/29","10:54","1.126","-","0"
"2022/09/29","11:00","1.15","-","0.01"
"2022/09/29","11:06","1.174","-","0.02"
"2022/09/29","11:12","1.197","-","0.02"
"2022/09/29","11:18","1.22","-","0.03"
"2022/09/29","11:24","1.242","-","0.04"
"2022/09/29","11:30","1.264","-","0.05"
"2022/09/29","11:36","1.285","-","0.05"
"2022/09/29","11:42","1.305","-","0.07"
"2022/09/29","11:48","1.324","-","0.07"
"2022/09/29","11:54","1.343","-","0.09"
"2022/09/29","12:00","1.36","-","0.07"
"2022/09/29","12:06","1.377","-","0.09"
"2022/09/29","12:12","1.392","-","0.1"
"2022/09/29","12:18","1.407","-","0.1"
"2022/09/29","12:24","1.42","-","0.11"
"2022/09/29","12:30","1.432","-","0.11"
"2022/09/29","12:36","1.443","-","0.13"
"2022/09/29","12:42","1.453","-","0.14"
"2022/09/29","12:48","1.461","-","0.15"
"2022/09/29","12:54","1.468","-","0.15"
"2022/09/29","13:00","1.474","-","0.15"
"2022/09/29","13:06","1.478","-","0.14"
"2022/09/29","13:12","1.481","-","0.14"
"2022/09/29","13:18","1.482","-","0.15"
"2022/09/29","13:24","1.482","-","0.15"
"2022/09/29","13:30","1.48","-","0.13"
"2022/09/29","13:36","1.476","-","0.13"
"2022/09/29","13:42","1.471","-","0.12"
"2022/09/29","13:48","1.464","-","0.1"
"2022/09/29","13:54","1.456","-","0.11"
"2022/09/29","14:00","1.446","-","0.12"
"2022/09/29","14:06","1.434","-","0.12"
"2022/09/29","14:12","1.421","-","0.12"
"2022/09/29","14:18","1.406","-","0.11"
"2022/09/29","14:24","1.39","-","0.11"
"2022/09/29","14:30","1.373","-","0.11"
"2022/09/29","14:36","1.355","-","0.09"
"2022/09/29","14:42","1.335","-","0.09"
"2022/09/29","14:48","1.314","-","0.06"
"2022/09/29","14:54","1.292","-","0.02"
"2022/09/29","15:00","1.269","-","0"
"2022/09/29","15:06","1.246","-","-0.01"
"2022/09/29","15:12","1.221","-","-0.01"
"2022/09/29","15:18","1.196","-","-0.02"
"2022/09/29","15:24","1.171","-","-0.03"
"2022/09/29","15:30","1.145","-","-0.04"
"2022/09/29","15:36","1.118","-","-0.06"
"2022/09/29","15:42","1.091","-","-0.06"
"2022/09/29","15:48","1.064","-","-0.09"
"2022/09/29","15:54","1.037","-","-0.11"
"2022/09/29","16:00","1.01","-","-0.15"
"2022/09/29","16:06","0.983","-","-0.19"
"2022/09/29","16:12","0.956","-","-0.22"
"2022/09/29","16:18","0.929","-","-0.25"
"2022/09/29","16:24","0.902","-","-0.28"
"2022/09/29","16:30","0.875","-","-0.31"
"2022/09/29","16:36","0.849","-","-0.33"
"2022/09/29","16:42","0.823","-","-0.37"
"2022/09/29","16:48","0.797","-","-0.39"
"2022/09/29","16:54","0.772","-","-0.4"
"2022/09/29","17:00","0.747","-","-0.43"
"2022/09/29","17:06","0.723","-","-0.45"
"2022/09/29","17:12","0.7","-","-0.47"
"2022/09/29","17:18","0.676","-","-0.48"
"2022/09/29","17:24","0.654","-","-0.5"
"2022/09/29","17:30","0.632","-","-0.51"
"2022/09/29","17:36","0.612","-","-0.54"
"2022/09/29","17:42","0.591","-","-0.55"
"2022/09/29","17:48","0.572","-","-0.56"
"2022/09/29","17:54","0.554","-","-0.54"
"2022/09/29","18:00","0.536","-","-0.55"
"2022/09/29","18:06","0.52","-","-0.56"
"2022/09/29","18:12","0.505","-","-0.56"
"2022/09/29","18:18","0.49","-","-0.56"
"2022/09/29","18:24","0.477","-","-0.55"
"2022/09/29","18:30","0.465","-","-0.54"
"2022/09/29","18:36","0.454","-","-0.56"
"2022/09/29","18:42","0.444","-","-0.53"
"2022/09/29","18:48","0.435","-","-0.53"
"2022/09/29","18:54","0.427","-","-0.52"
"2022/09/29","19:00","0.42","-","-0.53"
"2022/09/29","19:06","0.415","-","-0.54"
"2022/09/29","19:12","0.411","-","-0.51"
"2022/09/29","19:18","0.408","-","-0.53"
"2022/09/29","19:24","0.406","-","-0.52"
"2022/09/29","19:30","0.405","-","-0.52"
"2022/09/29","19:36","0.405","-","-0.5"
"2022/09/29","19:42","0.407","-","-0.5"
"2022/09/29","19:48","0.41","-","-0.5"
"2022/09/29","19:54","0.414","-","-0.49"
"2022/09/29","20:00","0.419","-","-0.48"
"2022/09/29","20:06","0.426","-","-0.48"
"2022/09/29","20:12","0.434","-","-0.47"
"2022/09/29","20:18","0.443","-","-0.45"
"2022/09/29","20:24","0.454","-","-0.45"
"2022/09/29","20:30","0.467","-","-0.43"
"2022/09/29","20:36","0.481","-","-0.4"
"2022/09/29","20:42","0.496","-","-0.39"
"2022/09/29","20:48","0.513","-","-0.35"
"2022/09/29","20:54","0.532","-","-0.31"
"2022/09/29","21:00","0.552","-","-0.27"
"2022/09/29","21:06","0.575","-","-0.24"
"2022/09/29","21:12","0.599","-","-0.2"
"2022/09/29","21:18","0.624","-","-0.16"
"2022/09/29","21:24","0.651","-","-0.12"
"2022/09/29","21:30","0.68","-","-0.09"
"2022/09/29","21:36","0.711","-","-0.05"
"2022/09/29","21:42","0.743","-","-0.02"
"2022/09/29","21:48","0.777","-","0.03"
"2022/09/29","21:54","0.812","-","0.08"
"2022/09/29","22:00","0.849","-","0.12"
"2022/09/29","22:06","0.886","-","0.17"
"2022/09/29","22:12","0.925","-","0.2"
"2022/09/29","22:18","0.965","-","0.25"
"2022/09/29","22:24","1.006","-","0.29"
"2022/09/29","22:30","1.047","-","0.33"
"2022/09/29","22:36","1.089","-","0.35"
"2022/09/29","22:42","1.132","-","0.4"
"2022/09/29","22:48","1.174","-","0.45"
"2022/09/29","22:54","1.217","-","0.48"
"2022/09/29","23:00","1.26","-","0.52"
"2022/09/29","23:06","1.303","-","0.57"
"2022/09/29","23:12","1.345","-","0.6"
"2022/09/29","23:18","1.387","-","0.63"
